,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
301,Kristiansund,63.1115,7.732,59.65,82,75,2.3,NO,1628467122
302,Alappuzha,9.49,76.3264,77.49,88,97,6.98,IN,1628467550
303,Benguela,-12.5763,13.4055,71.6,85,77,4.16,AO,1628467550
304,Lüderitz,-26.6481,15.1594,54.27,86,70,7.27,NA,1628467447
305,Dul'durga,50.6761,113.5931,63.32,71,96,4.63,RU,1628467550
306,Sabnova,42.0762,48.248,83.48,48,49,4.63,RU,1628467122
307,Xiantao,30.3833,113.4,78.71,93,98,6.51,CN,1628467123
308,Ndélé,8.4109,20.6473,67.57,97,98,0.51,CF,1628467123
309,Amahai,-3.3333,128.9167,79.84,80,90,2.57,ID,1628467123
310,Phonhong,18.5007,102.4166,80.42,88,100,1.66,LA,1628467124
311,Farafangana,-22.8167,47.8333,64.02,94,33,7.07,MG,1628467124
312,Ambilobe,-13.2,49.05,69.19,86,96,1.54,MG,1628467124
313,Nadym,65.5333,72.5167,53.08,73,6,17.43,RU,1628467075
314,Daru,-9.0763,143.2092,76.06,90,100,16.6,PG,1628467125
315,Mehamn,71.0357,27.8492,58.08,66,10,7.94,NO,1628467125
316,Lubango,-14.9172,13.4925,57.52,39,25,3.56,AO,1628467125
317,Skjervøy,70.0311,20.9714,57.83,75,79,19.17,NO,1628467126
318,Obo,5.3998,26.4869,67.23,97,100,1.68,CF,1628467126
319,Acarí,-15.4311,-74.6158,62.71,83,53,5.61,PE,1628467126
320,Dauphin,51.1494,-100.0502,80.74,61,75,13.8,CA,1628467127
321,Taoudenni,22.6783,-3.9836,100.63,10,9,14.41,ML,1628467127
322,Severo-Yeniseyskiy,60.3725,93.0408,58.33,70,43,3.11,RU,1628467127
323,Puerto Quijarro,-17.7833,-57.7667,79.11,33,40,2.59,BO,1628467128
324,Santa Isabel Rio Negro,-0.4139,-65.0192,73.69,95,68,1.95,BR,1628467115
325,Brigg,53.552,-0.4921,57.94,89,15,11.5,GB,1628467128
326,Baykit,61.67,96.37,59.95,84,96,1.3,RU,1628467128
327,Bonfim,3.0833,-59.95,76.05,90,85,1.41,BR,1628467128
328,Erice,38.037,12.5865,73.87,57,54,12.17,IT,1628467129
329,Kumul,42.8,93.45,80.08,29,100,4.12,CN,1628466897
330,Wajima,37.4,136.9,81.28,94,75,16.11,JP,1628467129
331,Krasnoarmeysk,51.0239,45.6969,77.16,38,100,7.49,RU,1628467129
332,Alta Gracia,-31.6529,-64.4283,49.55,80,14,15.48,AR,1628467130
333,Henties Bay,-22.116,14.2845,51.85,93,47,6.4,NA,1628467130
334,Capim Grosso,-11.3811,-40.0128,67.08,78,32,9.75,BR,1628467130
335,Zhangjiakou,40.81,114.8794,69.08,76,1,3.42,CN,1628467131
336,Longyearbyen,78.2186,15.6401,40.84,93,75,6.91,SJ,1628467131
337,Poiana Stampei,47.3167,25.1333,61.79,65,40,1.72,RO,1628467131
338,Vostok,46.4856,135.8833,55.51,81,100,5.28,RU,1628467132
339,Qujing,25.4833,103.7833,66.16,93,100,0.58,CN,1628467132
340,Sanford,28.8006,-81.2731,83.25,86,97,5.79,US,1628467098
341,Bang Saphan,11.2126,99.5117,76.95,85,37,5.66,TH,1628467132
342,Kulhudhuffushi,6.6221,73.07,82.2,73,99,15.61,MV,1628467133
343,Southbridge,42.0751,-72.0334,76.01,85,97,3.4,US,1628467133
344,Imbituba,-28.24,-48.6703,64.29,92,0,11.43,BR,1628467133
345,Awasa,7.05,38.4667,60.3,94,100,1.9,ET,1628467134
346,Agadez,19.75,10.25,89.98,29,85,6.78,NE,1628467134
347,Margate,51.3813,1.3862,59.31,85,53,4.0,GB,1628467134
348,Bilma,18.6853,12.9164,92.98,30,34,4.99,NE,1628467134
349,San Patricio,28.017,-97.5169,91.49,61,31,18.16,US,1628467135
350,Zatoka,46.0725,30.4654,63.14,63,0,13.87,UA,1628467136
351,Valparaíso,-33.0393,-71.6273,53.24,82,20,3.44,CL,1628466917
352,Christchurch,-43.5333,172.6333,41.47,86,75,4.0,NZ,1628467049
353,Petawawa,45.9001,-77.3328,75.78,82,1,3.0,CA,1628467136
354,Nouadhibou,20.931,-17.0347,69.78,88,3,16.11,MR,1628467082
355,Mombetsu,44.3525,143.3525,66.13,85,100,14.56,JP,1628466915
356,Kasamwa,-2.85,32.4333,67.6,59,26,2.77,TZ,1628467137
357,Sarangani,5.4033,125.4636,81.93,67,99,2.86,PH,1628467137
358,Blyth,55.1271,-1.5086,59.47,91,20,9.22,GB,1628467138
359,Gizo Government Station,-8.103,156.8419,82.44,69,45,4.41,SB,1628467138
360,Ossora,59.2353,163.0719,60.44,55,80,19.06,RU,1628467138
361,Vestmanna,62.1564,-7.1664,47.32,100,90,2.3,FO,1628467138
362,Hendek,40.7994,30.7481,63.66,93,26,2.28,TR,1628467139
363,Karratha,-20.7377,116.8463,69.96,49,28,6.64,AU,1628467139
364,Suba,10.8438,121.0102,83.95,74,100,7.45,PH,1628467139
365,Camaná,-16.6228,-72.7111,59.63,87,92,10.92,PE,1628467140
366,Khani,41.9563,42.9566,63.97,91,68,4.85,GE,1628467140
367,Port Lincoln,-34.7333,135.8667,57.58,54,20,17.69,AU,1628467140
368,Ketchikan,55.3422,-131.6461,64.8,69,68,4.65,US,1628467140
369,Vieques,18.425,-65.8329,82.9,83,94,13.53,PR,1628467141
370,Ikalamavony,-21.15,46.5833,53.58,90,3,5.68,MG,1628467141
371,West Fargo,46.875,-96.9004,86.02,53,1,1.99,US,1628467142
372,Hasaki,35.7333,140.8333,88.2,80,70,24.47,JP,1628467142
373,Eydhafushi,5.1033,73.0708,82.99,71,96,14.34,MV,1628467142
374,Grindavik,63.8424,-22.4338,58.95,94,75,13.8,IS,1628467000
375,Champasak,14.75,106.0,76.73,98,89,2.06,LA,1628467143
376,Luanda,-8.8368,13.2343,70.72,86,10,6.73,AO,1628466856
377,La Crosse,43.8014,-91.2396,78.93,88,99,1.01,US,1628467143
378,Noumea,-22.2763,166.4572,71.58,53,71,12.06,NC,1628467143
379,Poum,-20.2333,164.0167,70.68,58,59,16.62,NC,1628467143
380,Porbandar,21.6422,69.6093,81.28,74,93,11.63,IN,1628467144
381,Hirara,24.8,125.2833,80.46,100,75,5.75,JP,1628467144
382,Paamiut,61.994,-49.6678,43.36,88,98,0.25,GL,1628467050
383,Malindi,-3.2175,40.1191,73.47,84,41,11.01,KE,1628466902
384,Mishawaka,41.662,-86.1586,83.12,73,31,1.99,US,1628466959
385,Hinatuan,8.3722,126.3342,73.62,96,100,4.34,PH,1628467145
386,Mount Gambier,-37.8333,140.7667,49.91,81,40,9.22,AU,1628466855
387,Richfield,44.8833,-93.283,78.98,79,90,1.01,US,1628467145
388,Hailar,49.2,119.7,64.69,85,100,8.16,CN,1628467145
389,Portland,45.5234,-122.6762,80.38,44,40,3.0,US,1628466733
390,Deputatsky,69.3,139.9,68.32,44,48,2.26,RU,1628467073
391,Agüimes,27.9054,-15.4461,68.67,73,20,20.71,ES,1628467092
392,Sorong,-0.8833,131.25,80.2,78,98,2.84,ID,1628467012
393,Nanortalik,60.1432,-45.2371,42.93,92,36,12.5,GL,1628467147
394,Mar del Plata,-38.0023,-57.5575,48.22,76,0,9.22,AR,1628466925
395,Half Moon Bay,37.4636,-122.4286,92.75,73,44,9.06,US,1628467053
396,Los Llanos de Aridane,28.6585,-17.9182,67.75,94,90,9.22,ES,1628467147
397,Kapoeta,4.7717,33.5903,70.79,89,100,5.99,SS,1628467147
398,Vila do Maio,15.1333,-23.2167,79.59,86,30,1.25,CV,1628467148
399,Kieta,-6.2167,155.6333,83.53,66,35,3.18,PG,1628467039
400,Alice Springs,-23.7,133.8833,51.35,35,0,0.0,AU,1628467148
401,Dhanera,24.5167,72.0167,82.72,70,99,12.35,IN,1628467149
402,Shelburne,44.0787,-80.2041,75.96,83,99,4.83,CA,1628467010
403,Puri,19.8,85.85,82.92,81,100,17.25,IN,1628467149
404,Colares,38.7992,-9.4469,64.44,75,0,17.78,PT,1628467149
405,Beausejour,50.0622,-96.5167,89.46,23,40,8.61,CA,1628467150
406,Chalchihuites,23.4833,-103.8833,75.29,38,25,10.27,MX,1628467150
407,Whitianga,-36.8333,175.7,50.02,58,70,10.74,NZ,1628467150
408,Mazatlán,23.2167,-106.4167,90.01,81,20,1.99,MX,1628467052
409,San Borja,-14.8167,-66.85,76.82,49,6,1.32,BO,1628467151
410,College,64.8569,-147.8028,66.58,75,90,6.91,US,1628467151
411,Sur,22.5667,59.5289,87.4,58,19,8.21,OM,1628467064
412,Prieska,-29.6641,22.7474,49.84,46,19,9.04,ZA,1628467152
413,Pokhara,28.2333,83.9833,72.09,90,93,1.34,NP,1628467152
414,Najrān,17.4924,44.1277,83.05,36,49,6.17,SA,1628467152
415,Ambon City,-3.6954,128.1814,77.14,100,40,3.44,ID,1628467060
416,Litovko,49.2361,135.1742,51.39,97,100,12.64,RU,1628467153
417,San Luis,-33.295,-66.3356,38.8,92,99,15.37,AR,1628467153
418,Northam,51.0333,-4.2167,59.67,96,95,9.62,GB,1628467154
419,Al Bardīyah,31.7561,25.0865,78.04,64,0,4.23,LY,1628467154
420,Salalah,17.0151,54.0924,76.12,91,91,6.11,OM,1628467154
421,Xiangfan,32.0422,112.1448,71.22,98,100,6.64,CN,1628467155
422,Maragogi,-9.0122,-35.2225,73.02,87,68,7.81,BR,1628467155
423,Nemuro,43.3236,145.575,57.63,88,100,25.3,JP,1628467155
424,Swan Hill,-35.3378,143.5544,56.44,55,16,4.25,AU,1628467156
425,Baghlan,36.1307,68.7083,80.62,20,0,4.05,AF,1628467156
426,Ankang,32.68,109.0172,74.14,94,99,0.22,CN,1628467156
427,Hornepayne,49.2138,-84.7705,61.92,98,100,5.39,CA,1628467157
428,Macon,39.8667,-88.9668,82.26,87,86,12.75,US,1628467157
429,Iganga,0.6092,33.4686,62.6,96,69,4.68,UG,1628467158
430,Ponta Delgada,37.7333,-25.6667,70.52,88,75,11.5,PT,1628467158
431,Kattivākkam,13.2167,80.3167,84.29,76,81,13.96,IN,1628467158
432,Springfield,37.2153,-93.2982,87.82,74,54,1.99,US,1628466915
433,Mukhen,48.1,136.1,56.57,93,100,3.65,RU,1628467159
434,Levin,-40.6333,175.275,47.97,73,63,13.56,NZ,1628467160
435,Dolores,-36.3132,-57.6792,41.77,95,100,15.55,AR,1628467160
436,Tshikapa,-6.4167,20.8,74.75,39,19,0.31,CD,1628467160
437,Santa Vitória do Palmar,-33.5189,-53.3681,57.36,95,90,10.04,BR,1628467161
438,Assiniboia,49.6334,-105.9845,75.11,30,55,17.27,CA,1628467161
439,Creel,27.75,-107.6333,67.06,67,92,4.47,MX,1628467161
440,Roald,62.5833,6.1333,60.33,74,36,3.94,NO,1628467040
441,Bakchar,57.0186,82.0711,58.8,94,84,3.53,RU,1628467162
442,Kaitangata,-46.2817,169.8464,43.09,75,90,10.42,NZ,1628467045
443,Vysokogornyy,50.1167,139.15,48.18,98,100,4.12,RU,1628467162
444,Vao,-22.6667,167.4833,66.65,70,37,20.29,NC,1628467162
445,Bougouni,11.417,-7.479,73.45,92,76,2.73,ML,1628467163
446,Ambovombe,-25.1667,46.0833,63.16,87,0,5.32,MG,1628467163
447,Miles City,46.4083,-105.8406,97.52,12,46,13.76,US,1628467163
448,Richards Bay,-28.783,32.0377,64.15,62,1,10.4,ZA,1628467164
449,Pacasmayo,-7.4006,-79.5714,63.66,82,5,15.77,PE,1628467164
450,Rawson,-43.3002,-65.1023,45.18,63,0,5.68,AR,1628466879
451,Chennai,13.0878,80.2785,84.18,74,20,8.05,IN,1628467164
452,Aksu,41.1231,80.2644,73.02,44,3,1.72,CN,1628467164
453,Kontagora,10.3999,5.4695,70.72,98,58,5.59,NG,1628467165
454,Manapparai,10.6,78.4167,79.66,77,92,6.06,IN,1628467165
455,Tautira,-17.7333,-149.15,84.22,76,29,9.66,PF,1628467165
456,Ust-Kuyga,70.0167,135.6,77.54,32,69,3.53,RU,1628467166
457,Jalu,29.0331,21.5482,84.09,40,0,9.28,LY,1628467166
458,Bacolod City,10.6667,122.95,77.95,84,97,4.18,PH,1628467166
459,Nālūt,30.3333,10.85,90.18,18,0,13.31,LY,1628466992
460,Huejuquilla el Alto,22.6,-103.8667,75.43,54,47,5.12,MX,1628467167
461,Calatayud,41.3535,-1.6432,68.58,75,0,4.18,ES,1628467167
462,Kashirskoye,51.4194,39.6125,79.02,23,100,11.77,RU,1628467167
463,Ikongo,-21.8833,47.4333,57.88,94,35,2.86,MG,1628467168
464,Kandi,11.1342,2.9386,73.44,95,99,5.99,BJ,1628467168
465,Khanbari,27.3747,87.2039,71.24,89,73,2.1,NP,1628467168
466,Sinnamary,5.3833,-52.95,79.43,83,84,12.01,GF,1628467168
467,Mookane,-23.688,26.6595,59.86,44,0,4.72,BW,1628467169
468,San Quintín,30.4833,-115.95,72.37,67,12,9.93,MX,1628467169
469,Sendhwa,21.6833,75.1,74.37,87,100,10.92,IN,1628467170
470,Quelimane,-17.8786,36.8883,64.35,94,0,3.44,MZ,1628467170
471,Ulaangom,49.9811,92.0667,62.53,63,97,1.88,MN,1628467170
472,Onega,63.9061,38.1404,53.15,97,100,8.77,RU,1628467171
473,Lingao,19.9103,109.6859,84.88,77,98,6.02,CN,1628467172
474,Slave Lake,55.2834,-114.769,62.58,63,1,11.5,CA,1628467172
475,Lagoa,39.05,-27.9833,71.44,87,9,18.5,PT,1628466965
476,Alyangula,-13.8483,136.4192,75.07,78,75,3.44,AU,1628467173
477,Mangit,40.5971,70.9607,78.08,23,0,1.61,UZ,1628467173
478,Tomra,62.5833,6.9333,60.17,77,38,2.89,NO,1628467173
479,Shamary,57.3434,58.2199,49.14,98,38,3.4,RU,1628467174
480,Byndoor,13.8667,74.6333,77.05,90,76,1.32,IN,1628467174
481,Port Macquarie,-31.4333,152.9167,53.56,62,100,5.37,AU,1628466934
482,Bongandanga,1.5,21.05,70.07,93,53,2.37,CD,1628467174
483,Lake Havasu City,34.4839,-114.3224,112.24,16,1,1.99,US,1628466970
484,Malé,4.1748,73.5089,84.15,79,75,16.11,MV,1628467175
485,Bintulu,3.1667,113.0333,75.61,94,40,2.3,MY,1628466984
486,Karakulino,56.012,53.7067,54.72,68,11,3.53,RU,1628467175
487,Puerto del Rosario,28.5004,-13.8627,71.35,73,1,14.97,ES,1628467175
488,Englewood,39.6478,-104.9878,94.41,21,15,1.99,US,1628466988
489,Pierre,44.3683,-100.351,94.86,32,0,3.0,US,1628467176
490,Pavlivka,49.4414,28.4596,63.88,68,9,3.06,UA,1628467176
491,Marawi,7.9986,124.2928,67.64,92,100,1.95,PH,1628466921
492,Faya,18.3851,42.4509,77.52,41,58,4.43,SA,1628467176
493,Puro,12.4841,123.3827,81.45,82,100,5.5,PH,1628467177
494,Faanui,-16.4833,-151.75,79.05,77,22,12.37,PF,1628467177
495,Nsawam,5.8089,-0.3503,77.05,90,98,8.08,GH,1628467177
496,Moengo,5.6167,-54.4,75.52,94,93,3.04,SR,1628467178
497,Road Town,18.4167,-64.6167,84.24,84,40,9.22,VG,1628467178
498,Peniche,39.3558,-9.3811,64.72,89,0,15.61,PT,1628467178
499,Azanka,58.0401,64.7893,58.1,98,77,6.6,RU,1628467179
500,Shimanovsk,52.0,127.7,55.0,84,100,5.32,RU,1628467179
501,Cabedelo,-6.9811,-34.8339,75.87,85,42,12.03,BR,1628467015
502,San Rafael,-34.6177,-68.3301,38.88,94,100,11.56,AR,1628467180
503,Torit,4.4133,32.5678,69.91,92,100,0.6,SS,1628467180
504,Omsukchan,62.5333,155.8,57.7,50,8,7.31,RU,1628467019
505,Iiyama,36.85,138.3667,79.84,71,93,6.24,JP,1628467180
506,Coquimbo,-29.9533,-71.3436,55.13,82,20,6.91,CL,1628467161
507,Simplício Mendes,-7.8539,-41.9103,73.17,33,0,6.22,BR,1628467181
508,Stabat,3.761,98.4513,79.0,96,98,1.59,ID,1628467181
509,Llandrindod Wells,52.2416,-3.3787,55.89,98,36,8.03,GB,1628467181
510,Hambantota,6.1241,81.1185,78.4,81,95,15.57,LK,1628466933
511,Yangi Marg`ilon,40.4272,71.7189,76.42,43,0,9.22,UZ,1628467182
512,Kokopo,-4.352,152.2633,82.85,66,60,4.52,PG,1628467182
513,Kitimat,54.0524,-128.6534,70.18,70,91,1.99,CA,1628467182
514,Ixtapa,20.7,-105.2,86.23,77,55,1.01,MX,1628467183
515,Guiratinga,-16.3494,-53.7583,73.22,35,32,4.34,BR,1628467183
516,Mamaku,-38.1,176.0833,44.19,44,96,8.41,NZ,1628467183
517,Querfurt,51.3833,11.6,57.33,86,42,8.7,DE,1628467183
518,Novy Urengoy,66.0833,76.6333,57.97,80,2,12.73,RU,1628467184
519,Chara,56.9064,118.2631,59.5,88,100,1.99,RU,1628467146
520,Teknāf,20.8624,92.3058,79.48,88,99,2.62,BD,1628467184
521,Ejido,8.5514,-71.2375,68.02,93,95,3.4,VE,1628467185
522,Fort Collins,40.5853,-105.0844,94.5,27,32,3.0,US,1628467051
523,Mayo,38.8876,-76.5119,84.9,76,3,1.99,US,1628467096
524,Wajir,1.7471,40.0573,73.62,62,35,15.48,KE,1628467185
525,Colquechaca,-18.6667,-66.0167,38.28,29,4,3.56,BO,1628467185
526,Samarai,-10.6167,150.6667,78.67,77,99,11.81,PG,1628467186
527,Sheltozero,61.3667,35.3667,60.53,96,100,4.07,RU,1628467186
528,Rome,43.2128,-75.4557,78.51,83,28,3.42,US,1628467017
529,Dryden,49.7833,-92.7503,75.49,60,1,6.91,CA,1628467003
530,Hīrāpur Hamesha,21.5333,79.7667,75.7,91,71,3.24,IN,1628467186
531,Sisimiut,66.9395,-53.6735,43.18,79,92,4.7,GL,1628467187
532,Bom Jesus,-9.0744,-44.3586,71.8,49,1,3.15,BR,1628467187
533,Eqbālīyeh,35.3022,51.5358,91.22,21,74,5.97,IR,1628467187
534,Sri Aman,1.2376,111.4621,71.65,94,100,5.75,MY,1628467188
535,Esperance,-33.8667,121.9,58.84,74,1,20.54,AU,1628467055
536,Labuhan,-6.8844,112.2051,78.67,84,40,7.7,ID,1628467188
537,Bam,29.106,58.357,85.3,13,2,9.98,IR,1628467189
538,Severnyy,50.677,36.5532,68.04,73,0,6.71,RU,1628467189
539,Novorzhev,57.0294,29.3338,60.73,95,79,6.85,RU,1628467189
540,Yar-Sale,66.8333,70.8333,52.18,64,100,15.39,RU,1628467189
541,La Ronge,55.1001,-105.2842,70.02,56,75,9.22,CA,1628467025
542,Tranås,58.0372,14.9782,57.97,98,45,5.55,SE,1628467190
543,Inhambane,-23.865,35.3833,64.35,70,0,6.55,MZ,1628466918
544,Ubari,26.5921,12.7805,89.62,14,0,12.1,LY,1628467190
545,Vila Velha,-20.3297,-40.2925,64.35,94,75,2.3,BR,1628467190
546,Fort Morgan,40.2503,-103.8,95.65,10,1,4.61,US,1628467191
547,Zwedru,6.0667,-8.1281,72.63,92,99,4.14,LR,1628467191
548,Tabuk,17.4189,121.4443,80.85,79,100,0.89,PH,1628467057
549,Panacan,9.2463,118.4082,83.32,78,100,6.24,PH,1628467192
550,Elko,41.0002,-115.5012,88.05,9,0,18.01,US,1628467192
551,São José da Coroa Grande,-8.8978,-35.1478,73.89,86,68,8.32,BR,1628467192
552,Troitskoye,52.9821,84.6757,63.19,70,82,5.08,RU,1628467193
553,Nānākuli,21.3906,-158.1547,85.03,57,14,13.53,US,1628467193
554,Rāmshīr,30.8946,49.4092,89.35,10,4,10.25,IR,1628467193
555,Camacha,33.0833,-16.3333,67.42,68,20,6.91,PT,1628467059
556,Ibimirim,-8.5406,-37.6903,67.08,77,18,10.13,BR,1628467194
557,Tres Picos,15.8667,-93.5333,81.77,84,94,4.23,MX,1628467194
558,Manokwari,-0.8667,134.0833,81.46,73,90,3.87,ID,1628466961
559,São João da Barra,-21.6403,-41.0511,69.28,81,20,13.09,BR,1628466930
560,Grand Forks,47.9417,-97.4337,85.68,26,12,17.36,US,1628467195
561,Iquitos,-3.7481,-73.2472,80.64,78,75,2.3,PE,1628467089
562,Grand-Santi,4.25,-54.3833,78.84,77,97,1.83,GF,1628467195
563,Xinyu,27.8043,114.9334,83.64,80,93,2.13,CN,1628466896
564,Weymouth,42.2209,-70.9398,76.89,87,74,1.99,US,1628466929
565,Kępno,51.2784,17.9891,62.31,77,100,5.77,PL,1628467195
566,Kapit,2.0167,112.9333,75.76,97,100,1.19,MY,1628466919
567,Mariehamn,60.0973,19.9348,60.66,94,0,6.91,AX,1628467196
568,Sola,-13.8833,167.55,75.87,88,90,0.0,VU,1628467196
569,Pasni,25.2631,63.471,79.38,81,97,5.79,PK,1628467196
570,Freeport,40.6576,-73.5832,72.77,94,90,12.66,US,1628467002
571,Fare,-16.7,-151.0167,79.47,74,11,12.55,PF,1628467197
572,Ñuñoa,-14.48,-70.6411,47.19,28,5,8.7,PE,1628467197
573,Virden,39.5009,-89.7679,73.22,84,90,20.49,US,1628467197
574,Klaksvík,62.2266,-6.589,49.12,94,95,5.86,FO,1628467198
575,Sangar,63.9242,127.4739,67.53,37,5,11.9,RU,1628467198
576,Plessisville,46.2186,-71.762,73.26,76,51,7.34,CA,1628467198
577,Tocache,-8.1842,-76.5125,77.27,63,35,1.61,PE,1628467199
578,Sulmona,42.0479,13.9291,74.48,56,38,5.84,IT,1628467199
579,Flin Flon,54.7682,-101.865,66.04,68,40,8.05,CA,1628467038
580,Guinguinéo,14.2667,-15.95,71.42,94,0,6.91,SN,1628467199
581,Camopi,3.1655,-52.3158,75.34,87,83,4.92,GF,1628467200
582,Vanderhoof,54.0166,-124.0198,79.05,33,3,5.91,CA,1628467200
583,Barranca,-10.75,-77.7667,62.29,81,45,11.36,PE,1628467201
584,Kloulklubed,7.0419,134.2556,82.9,73,100,10.65,PW,1628467201
585,Madera,37.1666,-119.8343,101.77,9,0,5.19,US,1628467133
586,Boende,-0.2167,20.8667,72.18,80,56,2.53,CD,1628467207
587,Yumen,40.2833,97.2,71.56,20,1,6.46,CN,1628466925
588,Edd,13.9297,41.6925,90.82,60,97,0.2,ER,1628467208
589,Maniitsoq,65.4167,-52.9,42.06,81,45,1.36,GL,1628467209
590,Iquique,-20.2208,-70.1431,58.57,77,18,5.08,CL,1628467209
591,Campo Verde,-20.4167,-54.0667,72.18,33,6,6.22,BR,1628467210
592,Tazovsky,67.4667,78.7,51.4,74,1,10.49,RU,1628467210
593,Surovikino,48.6078,42.8486,74.68,28,42,4.18,RU,1628467211
594,Hay River,60.8156,-115.7999,47.17,80,100,4.25,CA,1628467211
595,Kysyl-Syr,63.8986,122.7617,72.95,54,90,10.47,RU,1628467212
596,Tual,-5.6667,132.75,79.75,80,100,18.41,ID,1628467212
597,Kavaratti,10.5669,72.642,79.07,86,100,19.77,IN,1628467032
598,Kaeo,-35.1,173.7833,45.32,93,80,13.56,NZ,1628467140
599,Departamento de Maldonado,-34.6667,-54.9167,49.23,89,100,16.98,UY,1628467213
600,Charters Towers,-20.1,146.2667,69.53,54,0,14.5,AU,1628467213
601,Aljubarrota,39.5672,-8.9293,62.71,93,2,9.55,PT,1628467214
